,country,year,status,lifeexpectancy,adultmortality,infantdeaths,alcohol,percentageexpenditure,hepatitisb,measles,bmi,under-fivedeaths,polio,totalexpenditure,diphtheria,hiv/aids,gdp,population,thinness1-19years,thinness5-9years,incomecompositionofresources,schooling,fdi,birth_per_woman,water,math4,gini,out_of_pocket_share,aid_perperson,poverty,electricity,cellphone
2550,syrianarabrepublic,2002,Developing,72.8,135.0,9,1.25,91.70356833,8.0,538,45.3,11,86.0,4.94,84.0,0.1,1263.13455,178791.0,6.6,6.5,0.596,10.2,0.5328453055590889,,,,,,3.67698875192771,,,400000.0
2551,syrianarabrepublic,2001,Developing,72.7,135.0,10,1.29,93.50075111,8.0,290,44.6,11,83.0,4.92,82.0,0.1,1258.421953,16766899.0,6.7,6.5,0.589,10.1,0.521331121034726,,,,,,9.165862497132302,,,200000.0
2552,syrianarabrepublic,2000,Developing,72.6,136.0,10,1.41,81.72747120000001,79.0,146,43.9,12,86.0,4.92,84.0,0.1,1177.629268,1641848.0,6.8,6.6,0.588,10.0,1.39708924846024,,,,,,9.7350237176553,,,30000.0
2553,tajikistan,2015,Developing,69.7,161.0,10,,0.0,96.0,3,4.7,11,96.0,,96.0,0.2,918.6771543,8548651.0,3.6,3.7,0.625,11.3,5.78020754408195,3.4,78.1,,34.0,,51.1294734297071,,,8489000.0
2554,tajikistan,2014,Developing,69.6,162.0,10,0.01,7.829008596,97.0,0,39.9,11,94.0,6.88,97.0,0.2,114.45918999999999,8362745.0,3.6,3.7,0.622,11.3,3.58400233865329,3.44,76.5,,,,43.192439669514506,,,7999100.0
2555,tajikistan,2013,Developing,69.3,163.0,10,0.01,1.0419164,96.0,1,39.0,11,97.0,6.75,96.0,0.2,14.214412,817789.0,3.6,3.7,0.617,11.2,3.35138475303477,3.47,75.0,,,,48.4567222451374,,,7537100.0
2556,tajikistan,2012,Developing,68.8,164.0,10,0.01,71.50892145,94.0,16,38.2,12,96.0,6.39,94.0,0.2,954.725253,799562.0,3.6,3.7,0.613,11.1,3.1669696462665,3.49,73.4,,,,50.062002694193296,,,6528000.0
2557,tajikistan,2011,Developing,68.1,166.0,10,0.32,51.9919227,96.0,1,37.4,12,97.0,5.98,96.0,0.2,834.5412953,7815949.0,3.7,3.7,0.608,11.1,2.23654237934096,3.5,71.9,,,,36.6521128108717,,,6324000.0
2558,tajikistan,2010,Developing,67.3,171.0,10,0.32,43.34099958,93.0,0,36.6,12,95.0,6.4,93.0,0.2,738.3475227000001,764163.0,3.7,3.8,0.603,11.1,1.6649715827839,3.51,70.4,,,66.5,51.538422488185304,,,5940842.0
2559,tajikistan,2009,Developing,66.7,174.0,10,0.3,35.71613793,93.0,0,35.9,12,93.0,5.93,93.0,0.2,666.3458569000001,7472819.0,3.7,3.8,0.601,11.1,2.99349511833143,3.5,68.9,,30.8,67.8,40.4969453829613,0.48200000000000004,,4900000.0
2560,tajikistan,2008,Developing,66.4,178.0,10,0.32,4.1533629119999995,86.0,0,35.3,12,87.0,5.58,86.0,0.3,76.914128,739728.0,3.8,3.8,0.5920000000000001,10.8,9.42806695791495,3.49,67.5,,,72.3,32.4774309406761,,406.0,3673520.0
2561,tajikistan,2007,Developing,66.1,181.0,10,0.35,2.272404904,84.0,2,34.7,12,85.0,5.35,86.0,0.3,52.359559999999995,7152385.0,3.8,3.8,0.586,10.9,9.67782773499735,3.49,66.0,,32.2,73.0,27.812418964916,0.866,429.0,2132770.0
2562,tajikistan,2006,Developing,65.9,183.0,10,0.38,2.6262349030000003,88.0,3,34.1,12,76.0,5.7,83.0,0.3,44.2872665,7557.0,3.8,3.9,0.579,10.7,11.964699376124802,3.49,64.5,,,74.6,29.874669333674504,,437.0,2150000.0
2563,tajikistan,2005,Developing,65.5,194.0,10,0.37,19.83672308,81.0,0,33.5,12,79.0,5.89,84.0,0.3,337.359236,6854176.0,3.8,3.9,0.5720000000000001,10.6,2.35603733216774,3.5,63.1,,,73.7,33.3420669190907,,442.0,265000.0
2564,tajikistan,2004,Developing,65.9,177.0,11,0.38,2.093721752,81.0,4,33.0,13,82.0,5.7,86.0,0.3,39.281834,6712841.0,3.9,3.9,0.563,10.5,13.1021769583124,3.53,61.6,,33.6,75.8,34.3600468494027,1.38,438.0,135000.0
2565,tajikistan,2003,Developing,65.2,182.0,11,0.36,13.25723997,58.0,2144,32.5,14,82.0,4.46,85.0,0.3,236.314438,6576877.0,4.0,4.0,0.5529999999999999,10.1,2.03495592850842,3.59,60.2,,32.7,77.6,20.3774432946454,2.31,439.0,47617.0
2566,tajikistan,2002,Developing,64.3,193.0,12,0.6,10.68147485,39.0,927,32.1,15,84.0,4.48,85.0,0.3,189.38785190000002,6447688.0,4.0,4.0,0.5429999999999999,9.8,2.95354890646757,3.68,58.7,,,78.9,24.0708259480462,,492.0,13200.0
2567,tajikistan,2001,Developing,64.0,194.0,13,0.86,1.142003812,,38,31.6,16,84.0,4.59,85.0,0.3,17.815972100000003,6327125.0,4.1,4.1,0.535,9.7,0.8785781995475469,3.78,57.3,,,78.6,25.740233404544398,,437.0,1630.0
2568,tajikistan,2000,Developing,63.7,198.0,14,0.37,8.943006492,,192,31.3,17,86.0,4.64,83.0,0.3,138.436633,621625.0,4.2,4.1,0.529,9.6,2.73593517602283,3.91,55.9,,,78.8,17.980029834763897,,505.0,1160.0
2569,thailand,2015,Developing,74.9,148.0,8,,0.0,99.0,154,33.6,9,99.0,,99.0,0.1,5814.863134,686576.0,7.7,7.7,0.738,13.6,2.22468697525555,1.5,99.3,,36.0,,0.853822537847141,,,102942000.0
2570,thailand,2014,Developing,74.6,152.0,8,6.41,789.0772949,99.0,0,32.4,10,99.0,4.12,99.0,0.1,5941.8471,68416772.0,7.8,7.8,0.737,13.6,1.22145221609207,1.51,99.1,,37.0,,5.17996183981826,,,97096000.0
2571,thailand,2013,Developing,74.5,153.0,9,6.5,788.6873403,99.0,2641,31.3,10,99.0,4.0,99.0,0.1,6171.262444,6814365.0,7.9,7.9,0.733,13.6,3.7912674063776297,1.52,98.8,,37.8,,0.422484580458331,,,93849000.0
2572,thailand,2012,Developing,74.3,154.0,9,6.56,801.0504655,98.0,5197,3.1,11,99.0,4.17,99.0,0.1,5859.9156219999995,67843979.0,8.0,8.1,0.7290000000000001,13.7,3.2445663284620396,1.53,98.4,,39.3,,-1.93658350124239,,,85012000.0
2573,thailand,2011,Developing,74.1,155.0,10,6.07,748.4451054,98.0,3156,29.0,11,99.0,4.12,99.0,0.2,5491.159981,675313.0,8.1,8.2,0.72,13.3,0.6670876305649079,1.54,98.1,,37.5,,-1.9864219364318898,,,77449000.0
2574,thailand,2010,Developing,73.9,158.0,10,5.95,71.6850913,98.0,2583,27.9,12,99.0,3.81,99.0,0.2,575.3217599999999,672888.0,8.2,8.3,0.711,13.1,4.3232061999186495,1.55,97.8,,39.4,13.9,-0.302998617849398,0.20600000000000002,,71726300.0
2575,thailand,2009,Developing,73.7,16.0,11,5.88,547.2101411,98.0,6071,26.8,12,99.0,4.11,99.0,0.3,4212.5492,66881867.0,8.3,8.5,0.706,13.0,2.27590655851546,1.55,97.4,,39.6,15.2,-0.4640566407908929,,,65952313.0
2576,thailand,2008,Developing,73.5,162.0,11,5.92,609.9511632,98.0,7790,25.7,13,99.0,3.92,99.0,0.3,4378.68746,6654576.0,8.5,8.6,0.7,12.9,2.9382480576449597,1.55,97.0,,40.3,14.5,-9.25147912686253,0.212,440.0,61837164.0
2577,thailand,2007,Developing,73.3,165.0,12,6.2,520.7639087,96.0,3893,24.6,14,98.0,3.56,98.0,0.4,3972.26475,66195615.0,8.6,8.8,0.687,12.3,3.28356903025998,1.56,96.6,,39.8,14.5,-4.64219425159882,,431.0,52973994.0
2578,thailand,2006,Developing,73.0,168.0,13,6.18,433.92109180000006,96.0,3588,23.6,15,98.0,3.49,98.0,0.5,3368.9525759999997,65824164.0,8.7,8.9,0.6859999999999999,12.4,4.02125324565952,1.56,96.2,,41.8,17.4,-3.2542432063238698,0.665,418.0,40125470.0
2579,thailand,2005,Developing,72.5,177.0,13,6.26,321.1953005,96.0,3526,22.6,15,98.0,3.55,98.0,0.5,2893.651356,6542547.0,8.9,9.1,0.682,12.0,4.33958498366303,1.57,95.8,,,27.2,-2.5158910102674303,,399.0,30460238.0
2580,thailand,2004,Developing,71.6,189.0,14,6.17,301.3597791,96.0,4165,21.7,16,98.0,3.51,98.0,0.5,2659.83918,652231.0,9.0,9.2,0.674,11.9,3.38947905000647,1.58,95.4,,42.5,26.1,0.7979038700991529,,388.0,26965548.0
2581,thailand,2003,Developing,71.7,189.0,15,6.14,282.8364612,96.0,4519,2.9,18,98.0,3.58,98.0,0.6,2358.9362899999996,64554952.0,9.1,9.3,0.6659999999999999,11.8,3.4359389839969103,1.6,94.9,,,26.9,-14.540541832503099,,372.0,21616910.0
2582,thailand,2002,Developing,71.4,192.0,16,5.93,27.63810304,95.0,10315,2.2,19,97.0,3.7,96.0,0.7,296.54617,6473164.0,9.2,9.5,0.657,11.5,2.48815400350076,1.62,94.5,,41.9,27.2,4.64810725011532,1.05,352.0,17449890.0
2583,thailand,2001,Developing,71.2,194.0,17,5.92,176.0625201,95.0,7319,19.4,20,97.0,3.32,96.0,0.8,1893.145377,63543322.0,9.3,9.6,0.649,11.2,4.2122256384893,1.64,94.1,,,33.1,4.47519049664267,,338.0,7550000.0
2584,thailand,2000,Developing,71.1,194.0,18,5.88,0.27564826,95.0,4074,18.7,21,97.0,3.4,97.0,0.8,27.564826,6295821.0,9.4,9.7,0.64,10.9,2.66312691222271,1.67,93.6,,42.8,33.7,11.130112424990099,1.89,315.0,3056000.0
2585,theformeryugoslavrepublicofmacedonia,2015,Developing,75.7,12.0,0,,0.0,92.0,1,6.3,0,92.0,,91.0,0.1,,,2.1,2.1,0.746,12.9,,,,,,,,,,
2586,theformeryugoslavrepublicofmacedonia,2014,Developing,75.5,12.0,0,1.13,0.0,97.0,116,59.7,0,96.0,6.48,95.0,0.1,,,2.2,2.2,0.743,12.9,,,,,,,,,,
2587,theformeryugoslavrepublicofmacedonia,2013,Developing,75.3,14.0,0,1.03,0.0,97.0,4,59.1,0,98.0,6.7,98.0,0.1,,,2.2,2.2,0.741,12.9,,,,,,,,,,
2588,theformeryugoslavrepublicofmacedonia,2012,Developing,75.1,15.0,0,1.23,0.0,98.0,7,58.5,0,97.0,6.76,95.0,0.1,,,2.2,2.2,0.7390000000000001,12.9,,,,,,,,,,
2589,theformeryugoslavrepublicofmacedonia,2011,Developing,74.9,17.0,0,1.16,0.0,96.0,701,57.9,0,97.0,6.61,96.0,0.1,,,2.2,2.3,0.735,12.9,,,,,,,,,,
2590,theformeryugoslavrepublicofmacedonia,2010,Developing,74.7,18.0,0,1.47,0.0,9.0,217,57.4,0,95.0,6.83,95.0,0.1,,,2.3,2.3,0.732,13.0,,,,,,,,,,
2591,theformeryugoslavrepublicofmacedonia,2009,Developing,74.4,111.0,0,1.77,0.0,95.0,5,56.9,0,96.0,6.74,96.0,0.1,,,2.3,2.4,0.73,13.0,,,,,,,,,,
2592,theformeryugoslavrepublicofmacedonia,2008,Developing,74.2,111.0,0,1.72,0.0,97.0,27,56.4,0,96.0,6.85,95.0,0.1,,,2.4,2.4,0.7140000000000001,12.2,,,,,,,,,,
2593,theformeryugoslavrepublicofmacedonia,2007,Developing,73.5,12.0,0,1.75,0.0,96.0,1,55.9,0,96.0,6.9,95.0,0.1,,,2.4,2.5,0.7090000000000001,12.2,,,,,,,,,,
2594,theformeryugoslavrepublicofmacedonia,2006,Developing,73.7,122.0,0,1.74,0.0,89.0,3,55.4,0,92.0,7.61,93.0,0.1,,,2.5,2.5,0.703,12.1,,,,,,,,,,
2595,theformeryugoslavrepublicofmacedonia,2005,Developing,73.6,12.0,0,1.75,0.0,53.0,5,54.9,0,98.0,7.95,97.0,0.1,,,2.5,2.6,0.0,11.9,,,,,,,,,,
2596,theformeryugoslavrepublicofmacedonia,2004,Developing,73.5,12.0,0,2.07,0.0,,9,54.5,0,95.0,8.64,94.0,0.1,,,2.6,2.6,0.0,11.9,,,,,,,,,,
2597,theformeryugoslavrepublicofmacedonia,2003,Developing,73.2,126.0,0,2.4,0.0,,18,54.1,0,96.0,9.17,96.0,0.1,,,2.7,2.7,0.0,11.9,,,,,,,,,,
2598,theformeryugoslavrepublicofmacedonia,2002,Developing,72.8,128.0,0,2.53,0.0,,19,53.6,0,97.0,9.1,96.0,0.1,,,2.7,2.7,0.0,11.9,,,,,,,,,,
2599,theformeryugoslavrepublicofmacedonia,2001,Developing,73.1,126.0,0,3.27,0.0,,27,53.2,0,91.0,8.18,91.0,0.1,,,2.8,2.8,0.0,11.8,,,,,,,,,,
2600,theformeryugoslavrepublicofmacedonia,2000,Developing,72.6,125.0,0,2.86,0.0,,36,52.7,0,96.0,8.52,95.0,0.1,,,2.8,2.8,0.0,11.7,,,,,,,,,,
2601,timorleste,2015,Developing,68.3,152.0,2,,0.0,76.0,43,17.4,2,75.0,,76.0,0.1,1161.76935,124977.0,1.9,11.1,0.603,12.5,,,,,,,,,,
2602,timorleste,2014,Developing,68.0,155.0,2,0.01,28.14578503,77.0,47,17.0,2,76.0,1.48,77.0,0.1,1153.5157800000002,1212814.0,1.9,11.1,0.612,12.5,,,,,,,,,,
2603,timorleste,2013,Developing,67.7,158.0,2,0.01,3.3798748439999997,82.0,4,16.6,2,82.0,1.29,82.0,0.1,117.765674,1184366.0,11.1,11.2,0.62,12.5,,,,,,,,,,
2604,timorleste,2012,Developing,67.4,159.0,2,0.01,30.17998548,83.0,16,16.2,2,83.0,1.1,83.0,0.1,1117.7772400000001,115676.0,11.2,11.3,0.618,12.5,,,,,,,,,,
2605,timorleste,2011,Developing,67.2,161.0,2,0.5,2.726570602,67.0,763,15.8,3,66.0,0.76,67.0,0.1,114.56178999999999,1131523.0,11.3,11.4,0.607,12.5,,,,,,,,,,
2606,timorleste,2010,Developing,66.9,163.0,2,0.1,38.58376645,72.0,50,15.5,3,72.0,0.92,72.0,0.1,849.8626972000001,119591.0,11.5,11.5,0.599,12.4,,,,,,,,,,
2607,timorleste,2009,Developing,66.6,165.0,2,0.09,36.199487,72.0,10,15.1,3,78.0,1.2,72.0,0.1,757.3114436000001,19221.0,11.6,11.6,0.599,12.1,,,,,,,,,,
2608,timorleste,2008,Developing,66.2,168.0,2,0.06,36.69198927,79.0,0,14.7,3,79.0,0.74,79.0,0.1,643.71911,17811.0,11.7,11.7,0.5660000000000001,11.7,,,,,,,,,,
2609,timorleste,2007,Developing,65.8,173.0,2,0.05,11.75766897,,0,14.2,3,7.0,0.37,7.0,0.1,524.8959363,164973.0,11.8,11.8,0.541,11.3,,,,,,,,,,
2610,timorleste,2006,Developing,64.9,186.0,2,0.04,28.12560496,,90,13.9,3,62.0,0.65,63.0,0.1,441.53225999999995,148621.0,11.9,11.9,0.511,11.0,,,,,,,,,,
2611,timorleste,2005,Developing,63.7,26.0,3,0.36,7.127144699,,203,13.5,3,55.0,1.5,55.0,0.1,478.331859,126484.0,12.0,11.9,0.49200000000000005,10.6,,,,,,,,,,
2612,timorleste,2004,Developing,62.3,229.0,3,0.38,8.415788935,,41,13.2,3,57.0,1.31,57.0,0.1,467.5438297,996698.0,12.0,12.0,0.484,10.2,,,,,,,,,,
2613,timorleste,2003,Developing,61.0,25.0,3,0.44,46.3913277,,94,12.9,4,55.0,2.48,55.0,0.1,471.4565823,96852.0,12.1,12.1,0.485,9.8,,,,,,,,,,
2614,timorleste,2002,Developing,62.0,261.0,3,0.48,5.649123424,,0,12.6,4,38.0,3.89,54.0,0.1,48.615520000000004,923825.0,12.1,12.1,0.475,9.8,,,,,,,,,,
2615,timorleste,2001,Developing,59.4,269.0,3,0.5,6.556583477999999,,0,12.3,4,,3.75,,0.1,56.42498689999999,892531.0,12.1,12.2,0.47,9.8,,,,,,,,,,
2616,timorleste,2000,Developing,58.7,276.0,3,0.5,49.06967155,,0,11.9,4,,3.26,,0.1,422.28632999999996,87167.0,12.2,12.2,0.0,0.0,,,,,,,,,,
2617,togo,2015,Developing,59.9,287.0,13,,0.0,88.0,20,24.3,20,88.0,,88.0,1.0,551.138346,741682.0,6.5,6.2,0.484,12.0,6.1676222436929,4.52,62.9,,43.1,,27.238249020532304,,,4855206.0
2618,togo,2014,Developing,59.7,285.0,13,0.01,4.877350139,87.0,577,23.7,20,85.0,5.25,87.0,1.0,62.131848899999994,7228915.0,6.6,6.4,0.475,12.0,1.18071658282742,4.59,61.8,,,,29.5517079148963,,,4516114.0
2619,togo,2013,Developing,59.4,287.0,14,0.01,48.73047089,84.0,564,23.1,20,84.0,5.12,84.0,1.5,579.43485,742948.0,6.8,6.6,0.47,12.0,4.24835430003574,4.66,60.7,,,,32.5419247334608,,,4262993.0
2620,togo,2012,Developing,58.9,294.0,14,0.01,41.60027954,84.0,238,22.6,21,84.0,5.11,84.0,1.7,563.6894247,6859482.0,7.0,6.8,0.46399999999999997,12.0,3.13715186009934,4.73,59.6,,,,36.1805409913591,,,3312239.0
2621,togo,2011,Developing,58.3,34.0,14,1.44,39.08258546,85.0,187,22.0,21,85.0,5.21,85.0,2.6,562.3393592,6679282.0,7.1,7.0,0.457,11.5,18.8177808836069,4.8,58.4,,46.0,,82.2293347414938,3.4,,2695335.0
2622,togo,2010,Developing,57.4,323.0,14,1.21,41.96145465,83.0,120,21.4,21,83.0,5.37,83.0,3.8,487.9238913,652952.0,7.3,7.2,0.449,11.0,3.6468589843824906,4.87,57.3,,,47.0,62.8153485845077,,,2602283.0
2623,togo,2009,Developing,56.7,336.0,14,1.24,77.09551224,78.0,425,2.9,22,78.0,6.64,78.0,4.3,499.64687130000004,633472.0,7.5,7.4,0.442,10.6,1.3702561802300801,4.94,56.2,,,48.0,79.1110323285809,,,2187334.0
2624,togo,2008,Developing,56.2,344.0,14,1.33,69.35924758,24.0,187,2.4,22,8.0,5.73,81.0,4.8,513.3919139999999,6161796.0,7.7,7.6,0.441,10.1,1.53120714620609,5.0,55.0,,,54.5,54.2688183042496,,66.2,1549542.0
2625,togo,2007,Developing,55.9,344.0,14,1.37,0.6756829390000001,,8,19.8,22,72.0,5.55,82.0,5.1,42.764743,5997385.0,7.9,7.8,0.44299999999999995,10.6,2.34381874405399,5.06,53.9,,,57.5,20.6896233596257,,58.6,1190319.0
2626,togo,2006,Developing,55.7,345.0,15,1.37,6.226048785,,26,19.3,22,85.0,5.56,84.0,5.0,377.33628999999996,5837792.0,8.1,8.0,0.436,10.2,3.88660243172166,5.12,52.8,,42.2,57.0,13.8524490933448,3.02,60.9,708000.0
2627,togo,2005,Developing,55.0,357.0,15,1.14,36.62174288,,38,18.9,22,8.0,5.17,82.0,5.0,372.1721837,5683268.0,8.4,8.3,0.435,10.1,4.20794674747276,5.18,51.6,,,59.3,14.721186785031,,58.9,433635.0
2628,togo,2004,Developing,54.9,355.0,15,1.01,3.989928468,,61,18.4,22,71.0,5.6,71.0,5.1,349.9937253,5534598.0,8.6,8.5,0.43200000000000005,10.0,3.53840467680564,5.23,50.5,,,63.3,11.9116284883841,,60.9,332565.0
2629,togo,2003,Developing,54.7,355.0,15,1.02,2.995959823,,295,17.9,22,72.0,5.0,72.0,5.2,31.437144,539141.0,8.8,8.7,0.428,9.9,2.16338155247811,5.28,49.4,,,63.6,9.396622084629609,,53.4,243613.0
2630,togo,2002,Developing,54.7,351.0,15,1.0,1.995182912,,363,17.5,22,58.0,4.7,59.0,5.3,28.832123,5251472.0,9.0,8.9,0.428,9.7,3.3870260534531895,5.32,48.2,,,68.4,9.83830980960383,,53.5,165138.0
2631,togo,2001,Developing,54.6,345.0,14,0.95,2.0485748740000003,,1833,17.1,22,51.0,4.29,5.0,5.3,26.6394652,511177.0,9.2,9.1,0.426,9.4,4.898529426824799,5.36,47.0,,,67.0,9.10407707247882,,47.1,95000.0
2632,togo,2000,Developing,54.6,339.0,14,1.1,2.02964427,,3578,16.6,22,63.0,4.35,64.0,5.1,26.3932935,497367.0,9.4,9.3,0.425,9.3,3.5403610151796503,5.41,45.9,,,59.7,14.139787379953498,,45.2,50000.0
2633,tonga,2015,Developing,73.5,133.0,0,,0.0,78.0,0,75.2,0,8.0,,78.0,0.1,493.775387,16364.0,0.1,0.1,0.718,14.3,2.8814348584251297,3.68,99.9,,37.6,,678.6993731544529,,,73493.0
2634,tonga,2014,Developing,73.3,135.0,0,0.01,565.9672172999999,8.0,0,74.8,0,82.0,5.18,8.0,0.1,4192.349757999999,15782.0,0.1,0.1,0.716,14.3,2.9829055662681903,3.72,99.9,,,,795.126121778662,,,68000.0
2635,tonga,2013,Developing,73.2,137.0,0,0.01,584.9449886,82.0,0,74.3,0,84.0,4.98,82.0,0.1,4266.5571740000005,15328.0,0.1,0.1,0.718,14.3,1.3911034223611798,3.77,99.8,,,,796.8123215341819,,,57500.0
2636,tonga,2012,Developing,73.0,138.0,0,0.01,63.80294988,77.0,0,73.8,0,79.0,4.51,77.0,0.1,451.542462,14951.0,0.1,0.1,0.7170000000000001,14.4,-0.17815164149991897,3.82,99.6,,,,760.9721940992611,,,56000.0
2637,tonga,2011,Developing,72.9,14.0,0,0.96,7.033980828,82.0,0,73.3,0,84.0,4.6,82.0,0.1,445.18865999999997,14577.0,0.1,0.1,0.7120000000000001,14.4,1.80646288289054,3.86,99.5,,,,855.1398926111299,,,55000.0
2638,tonga,2010,Developing,72.8,142.0,0,1.24,471.83076680000005,82.0,0,72.7,0,84.0,4.59,82.0,0.1,3547.59975,14137.0,0.1,0.1,0.7070000000000001,14.4,1.26148652712833,3.91,99.3,,,12.6,637.778159510167,,,54300.0
2639,tonga,2009,Developing,72.5,147.0,0,1.08,4.7838055630000005,84.0,0,72.1,0,86.0,4.67,84.0,0.1,37.846563,1364.0,0.1,0.1,0.703,14.5,0.0776343317953587,3.96,99.2,,37.5,13.8,354.702074060267,,,53000.0
2640,tonga,2008,Developing,72.6,145.0,0,1.1,569.6255035,84.0,0,71.5,0,88.0,5.13,86.0,0.1,3392.6474299999995,135.0,0.1,0.1,0.698,14.5,6.15700032543005,4.01,99.1,,,10.2,248.019417770035,,,50472.0
2641,tonga,2007,Developing,72.5,146.0,0,2.05,568.8692812999999,87.0,0,7.8,0,88.0,5.82,87.0,0.1,2932.3158829999998,12357.0,0.1,0.1,0.698,14.5,5.858495407543651,4.06,98.9,,,10.2,312.143578808587,,,46525.0
2642,tonga,2006,Developing,72.4,148.0,0,1.79,503.5881956,89.0,0,7.1,0,89.0,5.61,88.0,0.1,2892.5226629999997,11689.0,0.1,0.1,0.695,14.6,3.73548429308325,4.1,98.8,,,8.07,221.81581682439997,,,30051.0
2643,tonga,2005,Developing,72.3,15.0,0,1.57,689.9440222999999,89.0,0,69.4,0,9.0,6.52,89.0,0.1,2594.74999,1141.0,0.1,0.1,0.6940000000000001,14.6,2.2906316631902004,4.14,98.6,,,8.05,325.950145083479,,,29872.0
2644,tonga,2004,Developing,72.2,151.0,0,1.8,423.29535089999996,9.0,0,68.6,0,91.0,4.87,9.0,0.1,2284.37858,146.0,0.1,0.1,0.693,14.6,2.4126731389139198,4.18,98.5,,,10.6,202.658199783895,,,16400.0
2645,tonga,2003,Developing,72.0,153.0,0,1.79,45.85105771,85.0,0,67.8,0,91.0,5.9,9.0,0.1,229.714718,99789.0,0.1,0.1,0.6829999999999999,13.7,0.0899923220292019,4.2,98.5,,,10.6,223.51866399784902,,,11200.0
2646,tonga,2002,Developing,71.9,155.0,0,1.51,310.8203382,88.0,0,67.0,0,85.0,5.3,84.0,0.1,1842.44421,99184.0,0.1,0.1,0.679,13.5,2.56766595614654,4.22,98.5,,,18.8,181.87877672518997,,,3354.0
2647,tonga,2001,Developing,71.8,157.0,0,1.35,330.1007394,91.0,4,66.2,0,91.0,5.66,89.0,0.1,1837.9773910000001,98611.0,0.1,0.1,0.674,13.2,4.20903857018906,4.24,98.5,,37.7,18.8,209.57080010202802,,,236.0
2648,tonga,2000,Developing,71.6,158.0,0,1.24,40.49128897,93.0,0,65.5,0,91.0,4.75,91.0,0.1,263.27236,9882.0,0.1,0.1,0.6759999999999999,13.7,4.552400648384269,4.25,98.5,,,22.7,167.597195924325,,,180.0
2649,trinidadandtobago,2015,Developing,71.2,17.0,0,,0.0,9.0,0,47.1,0,88.0,,96.0,0.3,17321.833730000002,13692.0,5.7,5.9,0.779,12.7,0.7055440010433031,1.77,98.2,,,,,,,2123374.0
2650,trinidadandtobago,2014,Developing,71.1,171.0,0,6.94,1578.872339,92.0,0,46.0,0,94.0,5.93,92.0,0.3,19325.242830000003,1354493.0,5.8,6.0,0.778,12.7,2.3950509245288902,1.78,98.2,,,,,,,1980566.0
2651,trinidadandtobago,2013,Developing,71.0,172.0,0,6.71,167.2657906,92.0,0,45.0,0,94.0,5.98,92.0,0.3,1967.83283,1348248.0,5.8,6.0,0.773,12.7,-4.14385431499817,1.79,98.2,,,,,,,1943873.0
2652,trinidadandtobago,2012,Developing,78.0,174.0,0,6.7,1486.236406,92.0,0,44.0,0,91.0,5.78,92.0,0.4,19152.531000000003,1341588.0,5.9,6.1,0.772,12.6,-7.39172992098143,1.8,97.2,,,,,,,1883683.0
2653,trinidadandtobago,2011,Developing,76.0,176.0,0,6.5,144.9850711,9.0,0,43.0,0,91.0,5.6,9.0,0.4,1953.9767,1334788.0,5.9,6.2,0.774,12.6,0.16139439330595198,1.8,96.8,,,,,,,1826200.0
2654,trinidadandtobago,2010,Developing,74.0,179.0,0,6.5,1389.772683,9.0,0,42.0,0,91.0,5.29,9.0,0.4,16683.945780000002,13281.0,5.9,6.3,0.772,12.5,2.47947143018943,1.81,96.3,,,,3.26771069210553,,,1894240.0
2655,trinidadandtobago,2009,Developing,71.0,183.0,0,6.37,128.0896289,9.0,0,41.1,0,9.0,6.47,9.0,0.2,1458.8796,1321618.0,6.0,6.4,0.773,12.5,3.69859111717232,1.8,95.9,,,,5.07218384718732,,,1846345.0
2656,trinidadandtobago,2008,Developing,69.9,185.0,0,6.41,1902.693048,9.0,0,4.2,0,91.0,4.4,9.0,0.3,21188.11857,1315372.0,6.1,6.4,0.767,12.4,10.048943265680599,1.8,95.4,,,,7.06763242061697,,2260.0,1806120.0
2657,trinidadandtobago,2007,Developing,69.7,187.0,0,6.37,136.8836683,89.0,0,39.3,0,9.0,4.82,88.0,0.7,1653.1844,13926.0,6.1,6.5,0.76,12.4,3.83520271627024,1.79,95.0,,,,15.6444523435379,,2180.0,1509800.0
2658,trinidadandtobago,2006,Developing,69.6,188.0,0,6.35,103.3710689,89.0,0,38.4,0,89.0,4.49,92.0,0.6,1495.96337,133144.0,6.2,6.6,0.7509999999999999,12.3,4.80528416565147,1.78,94.5,,,,9.435258664932391,,1580.0,1518800.0
2659,trinidadandtobago,2005,Developing,69.5,189.0,0,6.12,1187.949491,95.0,0,37.6,0,95.0,5.31,95.0,0.5,12323.1275,1296934.0,6.3,6.7,0.745,12.3,5.87963579177132,1.77,94.1,,,,-1.85884795074029,,1480.0,924100.0
2660,trinidadandtobago,2004,Developing,69.4,19.0,0,5.82,11.85100131,94.0,0,36.8,0,94.0,5.22,94.0,1.0,129.51914,129535.0,6.3,6.8,0.736,12.2,7.51565755041278,1.76,93.6,,,,-1.17818222055301,,1340.0,651189.0
2661,trinidadandtobago,2003,Developing,69.3,191.0,0,5.53,78.72216127,76.0,0,36.0,1,91.0,5.13,91.0,0.5,884.518666,128452.0,6.4,6.9,0.7290000000000001,12.0,7.14964286416839,1.75,93.2,,,,-2.4463231568663097,,1380.0,336352.0
2662,trinidadandtobago,2002,Developing,69.2,192.0,0,5.12,72.03911741,5.0,0,35.2,1,96.0,5.0,96.0,2.0,749.626612,1277837.0,6.5,7.0,0.721,11.9,11.1874930893587,1.74,92.7,,,,-7.3832636413627,,1200.0,262772.0
